time_betw_scan_hours,CA,YM,2/1 mM Glu/Lac [mM],1 mM H2O2 [mM],40/25 mM glu/lac høj O2,40/25 mM glu/lac lav O2,Sensitivity [pA/µM],t on 10/5 mM glu/lac [s],Lav O2 - Høj O2,50 mM Mannose,35 mM Glycolsyre,2 mM PAM,Class
0.357,0.920,0.840,0.278,0.486,0.557,0.563,0.083,0.510,0.623,0.539,0.932,0.662,0.000
0.081,0.273,0.840,0.434,0.411,0.437,0.388,0.396,0.328,0.473,0.485,0.485,0.257,0.000
0.045,0.273,0.840,0.547,0.346,0.119,0.004,0.614,0.232,0.244,0.374,0.606,0.676,0.000
0.103,0.652,0.840,0.307,0.449,0.442,0.390,0.133,0.308,0.470,0.492,0.841,0.622,0.000
0.046,0.920,0.840,0.344,0.598,0.335,0.281,0.322,0.535,0.434,0.657,0.818,0.622,0.000
0.018,0.920,0.840,0.255,0.673,0.822,0.868,0.082,0.131,0.781,0.090,0.848,0.622,0.000
0.066,0.920,0.840,0.297,0.402,0.595,0.569,0.281,0.510,0.566,0.884,0.818,0.581,0.000
0.194,0.920,0.840,0.363,0.308,0.502,0.469,0.248,0.424,0.524,0.559,0.962,0.689,0.000
0.084,0.920,0.420,0.245,0.346,0.847,0.838,0.710,0.056,0.677,0.354,0.924,0.703,0.000
0.147,0.673,0.840,0.236,0.514,0.770,0.708,0.307,0.384,0.546,0.514,0.530,0.581,0.000
0.009,0.273,0.840,0.420,0.458,0.169,0.170,0.192,0.222,0.497,0.723,0.750,0.608,0.000
0.059,0.273,0.840,0.255,0.421,0.700,0.679,0.694,0.131,0.609,0.307,0.788,0.608,0.000
0.076,0.920,0.840,0.292,0.617,0.812,0.875,0.072,0.177,0.814,0.420,0.848,0.622,0.000
0.142,0.920,0.420,0.363,0.374,0.658,0.591,0.167,0.394,0.501,0.620,0.856,0.622,0.000
0.134,0.920,0.420,0.462,0.308,0.342,0.221,0.683,0.071,0.297,0.156,0.909,0.716,0.000
0.292,0.273,0.840,0.142,0.477,0.689,0.664,0.129,0.490,0.597,0.857,0.492,0.568,0.000
0.299,0.273,0.420,0.175,0.458,0.803,0.734,0.130,0.414,0.539,0.763,0.606,0.595,0.000
0.052,0.920,0.420,0.349,0.318,0.643,0.516,0.309,0.500,0.373,0.872,0.000,0.608,0.000
0.139,0.920,0.840,0.307,0.449,0.668,0.605,0.167,0.616,0.512,0.712,0.780,0.500,0.000
0.070,0.914,0.420,0.434,0.252,0.131,0.091,0.720,0.566,0.402,0.601,0.909,0.649,0.000
0.151,0.920,0.840,0.231,0.439,0.748,0.759,0.215,0.369,0.689,0.644,0.902,0.622,0.000
0.228,0.747,0.420,0.396,0.299,0.405,0.151,0.589,0.374,0.044,0.853,0.523,0.662,0.000
0.015,0.920,0.840,0.297,0.402,0.664,0.575,0.218,0.626,0.458,0.807,0.848,0.649,0.000
0.222,0.669,0.420,0.467,0.252,0.107,0.051,0.574,0.419,0.362,0.394,0.917,0.689,0.000
0.073,0.273,0.840,0.307,0.299,0.593,0.593,0.496,0.389,0.620,0.356,0.697,0.649,0.000
0.005,0.920,0.840,0.292,0.364,0.639,0.645,0.213,0.374,0.646,0.459,0.864,0.486,0.000
0.282,0.920,0.420,0.358,0.243,0.512,0.457,0.799,0.303,0.485,0.526,0.864,0.649,0.000
0.073,0.722,0.840,0.264,0.467,0.677,0.655,0.140,0.389,0.601,0.674,0.871,0.703,0.000
0.063,0.920,0.420,0.264,0.318,0.458,0.364,0.388,0.823,0.388,0.911,0.439,0.635,0.000
0.043,0.273,0.840,0.274,0.467,0.742,0.754,0.260,0.485,0.687,0.952,0.432,0.595,0.000
0.211,0.541,0.840,0.325,0.290,0.627,0.456,0.463,0.384,0.279,0.505,0.280,0.622,0.000
0.239,0.570,0.420,0.245,0.290,0.849,0.849,0.797,0.081,0.696,0.363,0.856,0.608,0.000
0.362,0.920,0.840,0.255,0.458,0.683,0.704,0.175,0.439,0.691,0.195,0.667,0.541,0.000
0.084,0.920,0.806,0.373,0.327,0.435,0.391,0.320,0.308,0.484,0.440,0.379,0.432,0.000
0.287,0.920,0.840,0.236,0.523,0.860,0.842,0.111,0.652,0.662,0.974,0.356,0.473,0.000
0.201,0.920,0.840,0.302,0.486,0.710,0.689,0.076,0.298,0.612,0.420,0.712,0.446,0.000
0.117,0.920,0.840,0.302,0.636,0.781,0.818,0.082,0.212,0.751,0.525,0.955,0.743,0.000
0.160,0.920,0.840,0.269,0.570,0.849,0.890,0.071,0.232,0.780,0.580,0.742,0.432,0.000
0.011,0.920,0.420,0.231,0.607,0.788,0.702,0.095,0.455,0.501,0.460,0.530,0.257,0.000
0.054,0.273,0.442,0.255,0.551,0.787,0.807,0.080,0.116,0.718,0.612,0.841,0.459,0.000
0.254,0.920,0.840,0.203,0.439,0.715,0.772,0.111,0.505,0.772,0.666,0.902,0.595,0.000
0.084,0.920,0.840,0.269,0.402,0.685,0.683,0.181,0.404,0.642,0.437,0.568,0.568,0.000
0.125,0.694,0.840,0.316,0.449,0.645,0.573,0.189,0.480,0.488,0.495,0.682,0.554,0.000
0.093,0.920,0.840,0.283,0.561,0.795,0.865,0.069,0.237,0.823,0.534,0.886,0.622,0.000
0.273,0.920,0.840,0.217,0.579,0.804,0.827,0.083,0.242,0.729,0.383,0.402,0.446,0.000
0.075,0.920,0.840,0.231,0.645,0.787,0.773,0.120,0.434,0.647,0.681,0.773,0.473,0.000
0.072,0.273,0.840,0.264,0.636,0.820,0.784,0.077,0.273,0.612,0.640,0.826,0.568,0.000
0.069,0.273,0.840,0.212,0.654,0.874,0.902,0.064,0.146,0.760,0.585,0.788,0.514,0.000
0.076,0.273,0.840,0.302,0.421,0.700,0.703,0.139,0.364,0.657,0.412,0.644,0.459,0.000
0.060,0.920,0.723,0.302,0.206,0.363,0.362,0.387,0.515,0.550,0.268,0.848,0.595,0.000
0.005,0.920,0.840,0.406,0.421,0.381,0.333,0.475,0.399,0.459,0.570,0.280,0.446,0.000
0.300,0.629,0.420,0.278,0.364,0.670,0.610,0.763,0.187,0.519,0.452,0.879,0.676,0.000
0.075,0.920,0.840,0.297,0.720,0.689,0.694,0.182,0.364,0.660,0.544,0.803,0.311,0.000
0.075,0.273,0.840,0.217,0.505,0.843,0.721,0.163,0.470,0.443,0.498,0.659,0.554,0.000
0.015,0.695,0.840,0.226,0.654,0.785,0.830,0.080,0.172,0.769,0.358,0.811,0.662,0.000
0.098,0.273,0.840,0.259,0.449,0.726,0.710,0.114,0.369,0.626,0.483,0.727,0.541,0.000
0.075,0.920,0.840,0.269,0.430,0.718,0.695,0.310,0.389,0.609,0.653,0.795,0.541,0.000
0.240,0.920,0.420,0.264,0.327,0.860,0.879,0.820,0.076,0.736,0.513,0.864,0.581,0.000
0.087,0.594,0.420,0.217,0.692,0.756,0.857,0.042,0.030,0.875,0.510,0.826,0.405,0.000
0.080,0.647,0.420,0.259,0.495,0.835,0.876,0.074,0.101,0.775,0.419,0.492,0.419,0.000
0.156,0.745,0.780,0.264,0.692,0.528,0.535,0.120,0.470,0.615,0.451,0.652,0.459,0.000
0.218,0.920,0.840,0.325,0.299,0.475,0.376,0.559,0.273,0.381,0.651,0.864,0.649,0.000
0.066,0.273,0.420,0.241,0.542,0.806,0.862,0.061,0.096,0.797,0.742,0.742,0.568,0.000
0.050,0.920,0.420,0.292,0.252,0.416,0.288,0.388,0.141,0.306,0.364,0.523,0.541,0.000
0.085,0.920,0.000,0.274,0.383,0.781,0.816,0.724,0.111,0.747,0.376,0.606,0.635,0.000
0.168,0.920,0.937,0.269,0.636,0.827,0.761,0.171,0.389,0.553,0.656,0.788,0.662,0.000
0.285,0.920,0.840,0.278,0.308,0.487,0.446,0.486,0.207,0.505,0.528,0.909,0.689,0.000
0.226,0.920,0.420,0.311,0.430,0.748,0.715,0.181,0.399,0.597,0.397,0.856,0.595,0.000
0.001,0.636,0.420,0.278,0.430,0.918,0.916,0.783,0.091,0.711,0.655,0.902,0.649,0.000
0.066,0.920,0.420,0.269,0.505,0.901,0.933,0.729,0.096,0.777,0.754,0.894,0.662,0.000
0.071,0.920,0.840,0.368,0.364,0.539,0.421,0.226,0.581,0.362,0.844,0.932,0.649,0.000
0.067,0.653,0.420,0.274,0.411,0.849,0.871,0.735,0.035,0.740,0.576,0.917,0.662,0.000
0.209,0.920,0.840,0.250,0.589,0.783,0.734,0.322,0.379,0.574,0.452,0.477,0.473,0.000
0.079,0.273,0.840,0.222,0.505,0.833,0.873,0.062,0.126,0.772,0.404,0.538,0.405,0.000
0.289,0.673,0.840,0.302,0.467,0.746,0.749,0.131,0.551,0.671,0.294,0.848,0.635,0.000
0.046,0.543,0.420,0.316,0.430,0.675,0.550,0.403,0.379,0.388,0.528,0.212,0.703,0.000
0.511,0.920,0.840,0.354,0.439,0.518,0.455,0.237,0.510,0.469,0.560,0.455,0.581,0.000
0.074,0.773,0.756,0.344,0.505,0.590,0.592,0.201,0.530,0.623,0.518,0.864,0.662,0.000
0.081,0.628,0.840,0.208,0.664,0.899,0.866,0.061,0.434,0.642,0.350,0.515,0.243,0.000
0.088,0.702,0.840,0.330,0.346,0.497,0.400,0.311,0.227,0.392,0.405,0.735,0.432,0.000
0.175,0.920,0.840,0.321,0.308,0.415,0.212,0.473,0.960,0.150,0.775,0.750,0.811,0.000
0.091,0.687,0.420,0.278,0.430,0.862,0.812,0.790,0.086,0.596,0.212,0.742,0.622,0.000
0.075,0.743,0.585,0.311,0.467,0.401,0.433,0.134,0.263,0.628,0.514,0.697,0.581,0.000
0.030,0.641,0.709,0.236,0.589,0.843,0.880,0.049,0.232,0.770,0.264,0.765,0.676,0.000
0.042,0.920,0.420,0.354,0.252,0.072,0.002,0.787,0.283,0.323,0.496,0.841,0.649,0.000
0.092,0.920,0.840,0.203,0.776,0.722,0.792,0.020,0.086,0.802,0.600,0.621,0.473,0.000
0.124,0.623,0.840,0.509,0.308,0.441,0.340,0.332,0.601,0.368,0.489,0.439,0.324,0.000
0.130,0.273,0.420,0.358,0.355,0.514,0.399,0.437,0.485,0.361,0.762,0.538,0.338,0.000
0.067,0.920,0.840,0.278,0.383,0.460,0.579,0.305,0.379,0.825,0.427,0.371,0.270,0.000
0.051,0.920,0.420,0.278,0.393,0.808,0.739,0.836,0.051,0.542,0.489,0.894,0.649,0.000
0.007,0.920,0.420,0.264,0.393,0.858,0.905,0.768,0.045,0.793,0.142,0.917,0.662,0.000
0.143,0.920,0.840,0.269,0.318,0.654,0.656,0.225,0.384,0.642,0.520,0.879,0.608,0.000
0.055,0.920,0.840,0.325,0.346,0.541,0.494,0.243,0.702,0.507,0.522,0.674,0.635,0.000
0.010,0.827,0.420,0.274,0.280,0.631,0.545,0.706,0.091,0.455,0.318,0.864,0.662,0.000
0.030,0.636,0.840,0.269,0.439,0.673,0.514,0.235,0.495,0.317,0.666,0.720,0.622,0.000
0.084,0.869,0.840,0.189,0.654,0.930,0.851,0.111,0.460,0.557,0.539,0.818,0.500,0.000
0.073,0.920,0.840,0.292,0.411,0.768,0.715,0.201,0.439,0.562,0.691,0.561,0.622,0.000
0.042,0.273,0.840,0.330,0.430,0.469,0.321,0.536,0.328,0.280,0.705,0.886,0.676,0.000
0.060,0.920,0.840,0.292,0.514,0.523,0.523,0.151,0.369,0.600,0.554,0.417,0.514,0.000
0.053,0.747,0.840,0.316,0.299,0.568,0.526,0.223,0.520,0.525,0.727,0.697,0.554,0.000
0.027,0.577,0.840,0.231,0.589,0.720,0.739,0.151,0.389,0.698,0.317,0.932,0.662,0.000
0.081,0.685,0.840,0.255,0.458,0.719,0.781,0.132,0.394,0.784,0.575,0.462,0.514,0.000
0.131,0.920,0.840,0.325,0.280,0.317,0.261,0.341,0.338,0.425,0.438,0.811,0.649,0.000
0.154,0.920,0.420,0.358,0.486,0.544,0.377,0.700,0.212,0.263,0.326,0.621,0.676,0.000
0.357,0.920,0.000,0.302,0.299,0.683,0.686,0.911,0.136,0.653,0.480,0.939,0.703,0.000
0.231,0.583,0.840,0.358,0.617,0.522,0.480,0.294,0.641,0.513,0.807,0.879,0.635,0.000
0.055,0.273,0.840,0.165,0.505,0.870,0.748,0.185,0.409,0.451,0.534,0.894,0.662,0.000
0.057,0.273,0.420,0.321,0.243,0.481,0.403,0.675,0.263,0.427,0.477,0.576,0.689,0.000
0.023,0.273,0.420,0.259,0.290,0.655,0.538,0.977,0.237,0.398,0.447,0.909,0.676,0.000
0.172,0.629,0.840,0.330,0.458,0.197,0.045,0.360,0.460,0.191,0.546,0.833,0.865,0.000
0.393,0.273,0.840,0.179,0.505,0.745,0.791,0.052,0.338,0.760,0.303,0.720,0.500,0.000
0.082,0.920,0.840,0.311,0.271,0.555,0.279,0.376,0.379,0.042,0.863,0.652,0.662,0.000
0.042,0.273,0.420,0.288,0.262,0.639,0.592,0.710,0.121,0.537,0.205,0.826,0.649,0.000
0.078,0.687,0.840,0.245,0.617,0.760,0.820,0.076,0.116,0.791,0.422,0.856,0.730,0.000
0.084,0.561,0.000,0.278,0.299,0.742,0.669,0.715,0.096,0.514,0.390,0.621,0.581,0.000
0.070,0.681,0.000,0.340,0.308,0.730,0.596,0.946,0.111,0.384,0.613,0.894,0.676,0.000
0.149,0.920,0.840,0.297,0.710,0.754,0.833,0.053,0.207,0.829,0.411,0.818,0.635,0.000
0.087,0.273,0.420,0.307,0.364,0.309,0.311,0.403,0.187,0.539,0.382,0.318,0.419,0.000
0.119,0.920,0.840,0.241,0.542,0.814,0.846,0.023,0.197,0.751,0.576,0.576,0.500,0.000
0.144,0.920,0.420,0.307,0.533,0.745,0.679,0.089,0.444,0.528,0.706,0.053,0.000,0.000
0.061,0.920,0.840,0.283,0.458,0.746,0.750,0.122,0.379,0.672,0.376,0.439,0.378,0.000
0.002,0.764,0.840,0.189,0.140,0.387,0.464,0.263,0.545,0.718,0.144,0.932,0.581,0.000
0.080,0.920,0.420,0.335,0.364,0.448,0.454,0.298,0.192,0.590,0.492,0.864,0.635,0.000
0.058,0.920,0.304,0.208,0.411,0.835,0.788,0.818,0.101,0.595,0.287,0.803,0.541,0.000
0.241,0.920,0.840,0.292,0.458,0.785,0.755,0.155,0.424,0.615,0.780,0.129,0.338,0.000
0.057,0.808,0.840,0.274,0.336,0.463,0.395,0.185,0.848,0.443,0.650,0.212,0.081,0.000
0.142,0.920,0.000,0.292,0.327,0.810,0.757,0.715,0.126,0.574,0.488,0.848,0.649,0.000
0.001,0.920,0.420,0.278,0.355,0.512,0.400,0.315,0.409,0.366,0.609,0.924,0.662,0.000
0.080,0.920,0.840,0.231,0.505,0.834,0.794,0.079,0.500,0.608,0.411,0.902,0.595,0.000
0.072,0.273,0.420,0.321,0.355,0.643,0.584,0.396,0.394,0.515,0.651,0.871,0.676,0.000
0.069,0.920,0.840,0.189,0.374,0.628,0.523,0.250,0.424,0.416,0.886,0.576,0.662,0.000
0.072,0.548,0.840,0.382,0.393,0.444,0.327,0.294,0.854,0.337,0.619,0.371,0.405,0.000
0.168,0.645,0.840,0.274,0.607,0.782,0.850,0.128,0.480,0.815,0.503,0.629,0.554,0.000
0.223,0.273,0.840,0.307,0.355,0.447,0.329,0.293,0.859,0.336,0.857,0.886,0.649,0.000
0.077,0.920,0.840,0.373,0.467,0.572,0.554,0.305,0.449,0.576,0.242,0.909,0.784,0.000
0.060,0.920,0.840,0.264,0.897,0.772,0.808,0.117,0.258,0.748,0.221,0.758,0.608,0.000
0.066,0.920,0.840,0.118,0.514,0.831,0.886,0.079,0.202,0.803,0.290,0.591,0.554,0.000
0.080,0.920,0.420,0.302,0.299,0.480,0.310,0.587,0.212,0.238,0.366,0.780,0.662,0.000
0.058,0.273,0.420,0.264,0.374,0.807,0.848,0.776,0.056,0.766,0.218,0.902,0.676,0.000
0.427,0.920,0.840,0.278,0.355,0.583,0.552,0.199,0.409,0.553,0.691,0.682,0.595,0.000
0.080,0.920,0.840,0.274,0.523,0.702,0.711,0.055,0.500,0.669,0.378,0.038,0.284,0.000
0.076,0.865,0.840,0.179,0.449,0.832,0.894,0.083,0.091,0.817,0.621,0.848,0.568,0.000
0.140,0.915,0.420,0.321,0.374,0.735,0.731,0.770,0.111,0.654,0.722,0.826,0.608,0.000
0.072,0.920,0.420,0.307,0.495,0.351,0.338,0.234,0.217,0.523,0.363,0.371,0.446,0.000
0.068,0.920,0.840,0.269,0.495,0.735,0.761,0.075,0.253,0.715,0.730,0.864,0.581,0.000
0.128,0.273,0.420,0.274,0.645,0.817,0.832,0.058,0.268,0.718,0.513,0.402,0.568,0.000
0.127,0.273,0.593,0.283,0.607,0.733,0.758,0.095,0.490,0.713,0.863,0.121,0.608,0.000
0.045,0.764,0.840,0.245,0.486,0.835,0.848,0.079,0.222,0.718,1.000,0.477,0.473,0.000
0.002,0.805,0.840,0.142,0.075,0.331,0.413,0.304,0.338,0.712,0.081,0.939,0.568,0.000
0.077,0.920,0.840,0.269,0.308,0.638,0.558,0.180,0.778,0.470,0.833,0.038,0.541,0.000
0.360,0.273,0.420,0.340,0.393,0.510,0.478,0.411,0.091,0.529,0.594,0.750,0.595,0.000
0.213,0.920,0.840,0.288,0.579,0.799,0.860,0.082,0.217,0.806,0.464,0.727,0.622,0.000
0.007,0.920,0.840,0.335,0.383,0.570,0.576,0.322,0.449,0.625,0.637,0.705,0.500,0.000
0.062,0.920,0.420,0.269,0.589,0.691,0.677,0.211,0.404,0.620,0.600,0.758,0.473,0.000
0.074,0.920,0.420,0.250,0.879,0.831,0.869,0.192,0.136,0.767,0.510,0.924,0.635,0.000
0.053,0.920,0.840,0.269,0.486,0.791,0.809,0.173,0.465,0.715,0.464,0.705,0.500,0.000
0.073,0.920,0.420,0.255,0.383,0.892,0.870,0.916,0.051,0.662,0.225,0.924,0.676,0.000
0.181,0.920,0.840,0.259,0.449,0.758,0.746,0.203,0.379,0.644,0.435,0.871,0.635,0.000
0.067,0.273,0.420,0.274,0.355,0.878,0.870,0.889,0.106,0.687,0.489,0.939,0.703,0.000
0.074,0.920,0.840,0.189,0.421,0.700,0.642,0.226,0.460,0.532,0.705,0.492,0.514,0.000
0.163,0.920,0.840,0.236,0.486,0.560,0.534,0.255,0.419,0.558,0.530,0.856,0.581,0.000
0.069,0.920,0.840,0.269,0.411,0.762,0.735,0.176,0.364,0.613,0.634,0.765,0.581,0.000
0.069,0.273,0.840,0.330,0.308,0.781,0.761,0.166,0.384,0.634,0.713,0.242,0.027,0.000
0.003,0.920,0.420,0.307,0.346,0.616,0.526,0.741,0.197,0.442,0.198,0.780,0.568,0.000
0.123,0.920,0.840,0.283,0.430,0.797,0.867,0.081,0.242,0.823,0.257,0.591,0.351,0.000
0.096,0.273,0.840,0.217,0.589,0.830,0.866,0.083,0.202,0.764,0.354,0.530,0.243,0.000
0.139,0.273,0.420,0.274,0.458,0.839,0.810,0.711,0.081,0.633,0.404,0.750,0.527,0.000
0.205,0.920,0.840,0.245,0.692,0.794,0.830,0.124,0.449,0.752,0.463,0.636,0.541,0.000
0.094,0.698,0.840,0.231,0.907,0.853,0.901,0.089,0.212,0.795,0.374,0.795,0.527,0.000
0.009,0.920,0.840,0.340,0.664,0.656,0.633,0.329,0.399,0.593,0.363,0.811,0.635,0.000
0.083,0.529,0.420,0.269,0.458,0.788,0.759,0.898,0.086,0.617,0.538,0.742,0.703,0.000
0.089,0.603,0.840,0.358,0.364,0.245,0.250,0.259,0.273,0.529,0.480,0.606,0.500,0.000
0.001,0.602,0.420,0.321,0.346,0.406,0.315,0.430,0.323,0.380,0.832,0.492,0.554,0.000
0.089,0.273,0.420,0.264,0.374,0.834,0.872,0.754,0.081,0.769,0.087,0.894,0.649,0.000
0.023,0.273,0.420,0.264,0.383,0.614,0.610,0.187,0.389,0.619,0.411,0.439,0.568,0.000
0.128,0.273,0.840,0.212,0.551,0.792,0.846,0.066,0.212,0.789,0.371,0.742,0.554,0.000
0.102,0.667,0.420,0.288,0.318,0.571,0.306,0.400,0.111,0.069,0.667,0.841,0.622,0.000
0.076,0.920,0.840,0.245,0.505,0.794,0.853,0.079,0.146,0.801,0.555,0.750,0.554,0.000
0.078,0.920,0.840,0.264,0.664,0.798,0.856,0.004,0.268,0.799,0.442,0.864,0.662,0.000
0.165,0.920,0.648,0.259,0.383,0.450,0.330,0.368,0.343,0.332,0.735,0.682,0.622,0.000
0.064,0.920,0.420,0.363,0.280,0.450,0.418,0.342,0.167,0.513,0.807,0.848,0.676,0.000
0.212,0.273,0.520,0.358,0.206,0.362,0.290,0.583,0.126,0.404,0.592,0.674,0.676,0.000
0.128,0.273,0.420,0.302,0.411,0.599,0.593,0.251,0.389,0.610,0.891,0.811,0.662,0.000
0.278,0.273,0.840,0.217,0.598,0.787,0.850,0.052,0.348,0.807,0.547,0.621,0.649,0.000
0.065,0.920,0.420,0.250,0.486,0.864,0.896,0.059,0.126,0.765,0.551,0.636,0.554,0.000
0.067,0.920,0.459,0.151,0.187,0.438,0.534,0.535,0.268,0.772,0.218,0.856,0.649,0.000
0.144,0.920,0.840,0.217,0.682,0.820,0.867,0.073,0.551,0.784,0.572,0.636,0.432,0.000
0.499,0.273,0.840,0.231,0.654,0.800,0.859,0.051,0.207,0.802,0.258,0.750,0.554,0.000
0.383,0.920,0.000,0.274,0.346,0.858,0.804,0.692,0.086,0.587,0.292,0.629,0.554,0.000
0.120,0.273,0.840,0.283,0.364,0.494,0.420,0.114,0.995,0.439,0.384,0.795,0.541,0.000
0.003,0.920,0.420,0.382,0.280,0.406,0.321,0.264,0.859,0.391,0.742,0.795,0.635,0.000
0.065,0.920,0.840,0.325,0.477,0.812,0.808,0.189,0.444,0.676,0.568,0.803,0.514,0.000
0.148,0.920,0.420,0.288,0.523,0.841,0.764,0.734,0.086,0.536,0.810,0.811,0.649,0.000
0.512,0.920,0.701,0.358,0.505,0.558,0.546,0.204,0.495,0.584,0.366,0.424,0.595,0.000
0.088,0.920,0.859,0.198,0.766,0.786,0.858,0.036,0.162,0.824,0.421,0.879,0.595,0.000
0.068,0.920,0.840,0.175,0.589,0.754,0.788,0.059,0.348,0.737,0.447,0.644,0.392,0.000
0.009,0.920,0.840,0.269,0.523,0.822,0.858,0.153,0.369,0.760,0.428,0.795,0.635,0.000
0.063,0.920,0.683,0.396,0.290,0.297,0.237,0.587,0.677,0.411,0.831,0.545,0.743,0.000
0.131,0.273,0.840,0.283,0.411,0.650,0.592,0.164,0.576,0.516,0.460,0.174,0.554,0.000
0.064,0.273,0.420,0.307,0.411,0.560,0.495,0.209,0.394,0.477,0.564,0.636,0.608,0.000
0.050,0.920,0.840,0.132,0.065,0.000,0.144,0.385,0.939,0.741,0.130,0.659,0.527,0.000
0.061,0.273,0.840,0.137,0.579,0.820,0.810,0.061,0.258,0.668,0.491,0.614,0.446,0.000
0.247,0.709,0.840,0.307,0.346,0.576,0.582,0.713,0.081,0.627,0.450,0.712,0.649,0.000
0.133,0.273,0.420,0.259,0.477,0.809,0.830,0.780,0.172,0.727,0.312,0.879,0.649,0.000
0.082,0.650,0.420,0.302,0.355,0.503,0.318,0.849,0.141,0.213,0.410,0.652,0.676,0.000
0.089,0.488,0.420,0.264,0.383,0.801,0.799,0.724,0.051,0.677,0.154,0.902,0.649,0.000
0.056,0.920,0.933,0.179,0.477,0.757,0.834,0.194,0.419,0.825,0.153,0.856,0.568,0.000
0.080,0.920,0.840,0.245,0.626,0.824,0.856,0.078,0.207,0.752,0.440,0.750,0.446,0.000
0.145,0.654,0.840,0.245,0.505,0.568,0.609,0.173,0.389,0.696,0.554,0.871,0.581,0.000
0.077,0.920,0.840,0.264,0.645,0.816,0.874,0.071,0.182,0.804,0.462,0.894,0.554,0.000
0.086,0.920,0.840,0.250,0.598,0.815,0.882,0.078,0.136,0.822,0.601,0.667,0.419,0.000
0.066,0.920,0.840,0.236,0.963,0.820,0.889,0.071,0.177,0.829,0.412,0.765,0.473,0.000
0.006,0.920,0.840,0.297,0.626,0.803,0.849,0.073,0.242,0.777,0.854,0.879,0.635,0.000
0.288,0.656,0.840,0.302,0.430,0.682,0.712,0.126,0.369,0.707,0.844,0.848,0.635,0.000
0.278,0.273,0.420,0.491,0.252,0.154,0.067,0.467,0.253,0.312,0.706,0.530,0.649,0.000
0.067,0.587,0.000,0.179,0.168,0.374,0.499,0.642,0.192,0.812,0.230,0.879,0.649,0.000
0.136,0.584,0.840,0.297,0.346,0.393,0.242,0.259,0.490,0.251,0.577,0.409,0.622,0.000
0.077,0.920,0.420,0.278,0.383,0.700,0.721,0.262,0.414,0.693,0.669,0.886,0.649,0.000
0.511,0.920,0.420,0.340,0.411,0.322,0.280,0.539,0.035,0.454,0.166,0.742,0.541,0.000
0.525,0.920,0.420,0.439,0.215,0.424,0.306,0.634,0.288,0.328,0.537,0.902,0.622,0.000
0.204,0.920,0.285,0.340,0.374,0.404,0.329,0.497,0.035,0.411,0.293,0.871,0.608,0.000
0.131,0.920,0.840,0.283,0.673,0.824,0.882,0.076,0.167,0.807,0.408,0.773,0.459,0.000
0.077,0.920,0.000,0.292,0.336,0.729,0.641,0.783,0.111,0.478,0.366,0.833,0.622,0.000
0.080,0.920,0.465,0.264,0.383,0.642,0.590,0.276,0.384,0.528,0.769,0.902,0.608,0.000
0.151,0.920,0.840,0.217,0.514,0.840,0.876,0.078,0.258,0.766,0.494,0.295,0.162,0.000
0.152,0.920,0.840,0.236,0.290,0.446,0.421,0.342,0.268,0.525,0.285,0.864,0.541,0.000
0.383,0.920,0.420,0.269,0.364,0.749,0.646,0.401,0.409,0.456,0.664,0.894,0.622,0.000
0.069,0.721,0.420,0.311,0.374,0.646,0.543,0.438,0.389,0.424,0.456,0.689,0.554,0.000
0.083,0.273,0.840,0.325,0.421,0.644,0.569,0.219,0.682,0.480,0.833,0.902,0.595,0.000
0.012,0.920,0.420,0.264,0.355,0.853,0.796,0.743,0.116,0.580,0.496,0.447,0.297,0.000
0.015,0.920,0.840,0.264,0.495,0.698,0.640,0.129,0.520,0.530,0.904,0.818,0.595,0.000
0.068,0.920,0.840,0.316,0.355,0.468,0.447,0.512,0.172,0.539,0.320,0.932,0.676,0.000
0.132,0.273,0.420,0.292,0.299,0.512,0.482,0.331,0.374,0.536,0.703,0.758,0.581,0.000
0.320,0.920,0.840,0.203,0.561,0.436,0.363,0.207,0.500,0.424,0.733,0.826,0.527,0.000
0.028,0.920,0.840,0.250,0.654,0.788,0.827,0.073,0.348,0.758,0.155,0.864,0.622,0.000
0.010,0.273,0.840,0.217,0.570,0.831,0.893,0.100,0.379,0.816,0.371,0.780,0.608,0.000
0.055,0.920,0.789,0.340,0.486,0.618,0.490,0.392,0.429,0.365,0.568,0.894,0.757,0.000
0.064,0.920,0.840,0.401,0.290,0.369,0.251,0.327,0.439,0.312,0.305,0.629,0.405,0.000
0.087,0.920,0.840,0.175,0.738,0.827,0.888,0.048,0.131,0.815,0.323,0.848,0.419,0.000
0.059,0.678,0.840,0.203,0.673,0.787,0.852,0.071,0.167,0.810,0.335,0.773,0.676,0.000
0.073,0.584,0.840,0.274,0.318,0.612,0.627,0.220,0.545,0.655,0.376,0.939,0.662,0.000
0.085,0.614,0.840,0.297,0.458,0.730,0.702,0.198,0.364,0.602,0.459,0.856,0.649,0.000
0.090,0.489,0.420,0.363,0.243,0.517,0.419,0.902,0.313,0.396,0.425,0.947,0.838,0.000
0.079,0.920,0.840,0.292,0.374,0.524,0.382,0.288,0.530,0.309,0.636,0.682,0.486,0.000
0.249,0.678,0.420,0.245,0.449,0.835,0.900,0.881,0.106,0.824,0.510,0.879,0.635,0.000
0.567,0.920,0.907,0.259,0.477,0.791,0.783,0.121,0.419,0.662,0.265,0.886,0.581,0.000
0.077,0.920,0.840,0.259,0.626,0.833,0.880,0.058,0.131,0.787,0.164,0.841,0.635,0.000
