time_betw_scan_hours,CA,YM,2/1 mM Glu/Lac [mM],1 mM H2O2 [mM],40/25 mM glu/lac høj O2,40/25 mM glu/lac lav O2,Sensitivity [pA/µM],t on 10/5 mM glu/lac [s],Lav O2 - Høj O2,50 mM Mannose,35 mM Glycolsyre,2 mM PAM
5384.000,2.554,7.000,2.000,15.200,40.920,39.760,320.000,8.600,-1.160,11.850,-0.020,0.010
761.000,2.568,6.042,2.010,11.100,40.760,39.990,1085.000,6.100,-0.770,10.830,-0.040,-0.010
3266.000,2.000,6.000,1.920,10.000,41.640,40.340,1077.000,5.100,-1.300,12.400,-0.120,-0.030
2624.000,3.058,6.000,2.010,10.700,39.130,38.270,1060.000,7.700,-0.860,12.030,-0.070,0.000
1822.000,3.000,6.000,2.000,10.800,41.560,40.490,1046.000,5.600,-1.070,10.770,-0.210,-0.010
1709.000,3.000,7.000,2.050,11.400,38.220,35.260,238.000,12.000,-2.960,12.610,-0.320,-0.010
2112.000,3.000,7.000,2.210,10.600,37.760,34.730,335.000,12.900,-3.030,14.220,-0.540,-0.190
2236.000,3.000,6.000,2.040,9.900,38.770,32.450,655.000,9.200,-6.320,13.160,-0.280,-0.010
3100.000,3.000,7.000,1.990,10.400,38.340,36.600,278.000,12.100,-1.740,10.920,-0.860,-0.250
1439.000,2.000,7.000,1.920,13.500,41.240,40.490,180.000,7.500,-0.750,9.750,0.000,-0.030
1511.000,2.000,6.000,2.070,11.700,41.240,40.660,176.000,6.300,-0.580,9.710,-0.080,0.100
2768.000,2.000,5.000,2.060,10.400,41.410,40.760,1080.000,4.800,-0.650,14.690,-0.020,0.030
7678.000,3.000,6.000,1.760,7.200,33.690,32.050,706.000,9.700,-1.640,8.530,0.040,-0.010
12.000,2.458,7.000,1.950,12.200,39.950,38.820,149.000,10.200,-1.130,10.420,-0.230,-0.040
500.000,3.000,6.000,2.050,9.800,38.340,35.450,286.000,12.900,-2.890,15.160,-0.370,-0.060
3354.000,2.694,7.000,2.340,9.900,35.010,30.290,309.000,17.400,-4.720,15.610,-1.190,-0.050
824.000,3.000,7.000,2.060,10.100,39.520,35.870,418.000,13.900,-3.650,12.430,-0.460,-0.170
1887.000,3.000,7.000,2.060,10.600,39.700,37.740,394.000,11.500,-1.960,11.050,-0.160,-0.020
141.000,2.665,7.000,2.480,9.600,31.030,26.760,694.000,9.300,-4.270,7.860,-0.090,0.030
1667.000,2.830,6.000,2.050,9.400,41.580,39.740,1333.000,5.100,-1.840,11.190,-0.050,-0.010
2844.000,3.000,7.000,2.100,10.200,35.420,32.610,397.000,10.700,-2.810,8.510,-0.290,-0.070
1376.000,3.000,7.000,2.140,8.600,34.870,28.970,504.000,11.300,-5.900,13.160,-0.080,-0.010
2150.000,3.000,7.031,2.270,8.900,32.630,27.510,778.000,11.100,-5.120,11.490,-0.090,0.030
1457.000,2.450,7.000,2.100,9.000,38.540,35.710,309.000,12.900,-2.830,14.270,-0.970,-0.350
344.000,3.000,7.000,2.210,9.200,33.740,29.470,725.000,10.900,-4.270,10.420,-0.120,0.010
1329.000,3.000,7.000,2.040,9.700,36.600,33.240,334.000,13.700,-3.360,12.740,-0.340,-0.100
76.000,3.000,7.000,2.070,10.200,35.970,31.830,507.000,11.400,-4.140,13.020,-0.210,-0.050
1791.000,2.346,7.000,2.040,13.200,40.850,40.150,161.000,11.000,-0.700,9.230,-0.520,-0.010
10108.000,2.658,7.000,1.950,11.600,38.340,37.120,309.000,13.700,-1.220,9.870,-0.250,-0.030
1135.000,2.408,6.079,2.010,9.800,41.110,39.660,1260.000,5.100,-1.450,9.090,-0.050,-0.010
1468.000,2.000,7.000,1.950,12.600,40.500,39.910,157.000,9.900,-0.590,11.410,-0.530,-0.060
6915.000,3.000,5.888,1.830,8.600,34.180,34.120,597.000,5.600,-0.060,11.950,-0.110,-0.050
3810.000,3.000,7.000,1.840,9.400,38.770,38.600,477.000,8.000,-0.170,11.460,-0.790,-0.210
2387.000,2.000,6.000,2.200,9.400,40.310,37.710,1005.000,6.100,-2.600,11.540,-0.030,0.010
43.000,3.000,7.000,1.950,11.800,40.300,39.080,191.000,9.300,-1.220,11.280,-0.200,-0.060
42.000,3.000,7.000,1.910,12.800,40.690,39.730,183.000,7.100,-0.960,12.290,-0.130,-0.050
886.000,2.000,6.000,1.990,7.900,37.880,31.550,911.000,6.100,-6.330,10.770,-0.110,0.020
1180.000,2.000,6.000,2.020,11.500,40.260,38.310,199.000,10.200,-1.950,15.920,-0.340,-0.150
1402.000,2.678,6.000,2.170,10.800,39.000,35.530,399.000,13.300,-3.470,16.090,-0.540,-0.020
1723.000,3.000,6.000,2.110,10.600,40.650,39.050,579.000,7.900,-1.600,9.910,-0.870,-0.330
1122.000,3.000,7.000,2.020,12.900,40.680,39.910,280.000,11.400,-0.770,10.840,-0.270,-0.140
1209.000,3.000,7.000,2.050,11.400,41.960,40.620,329.000,12.700,-1.340,13.110,-0.140,-0.020
1492.000,3.000,6.000,2.050,9.400,41.050,38.400,1242.000,5.900,-2.650,12.300,-0.180,0.020
5842.000,3.000,7.000,2.020,10.300,39.500,37.560,299.000,11.900,-1.940,12.690,-0.520,-0.200
4237.000,3.000,7.000,1.740,12.200,40.870,40.490,185.000,11.500,-0.380,12.450,-0.360,-0.270
1632.000,3.000,7.000,2.060,10.500,40.020,37.750,279.000,11.900,-2.270,12.640,-0.710,-0.140
80.000,3.000,7.000,1.990,11.600,39.810,38.830,256.000,13.400,-0.980,11.800,-0.190,-0.010
1077.000,3.000,7.000,1.710,10.400,40.430,38.980,306.000,11.600,-1.450,13.160,-0.470,-0.260
1045.000,3.000,7.000,1.850,10.200,39.290,36.770,524.000,13.200,-2.520,14.880,-0.480,-0.120
1361.000,3.000,7.000,1.780,10.900,41.030,39.740,284.000,12.000,-1.290,14.720,-0.730,-0.020
1327.000,2.000,7.000,1.970,10.700,39.900,37.700,294.000,14.700,-2.200,14.200,-0.540,-0.120
78.000,3.000,6.000,2.050,11.200,39.000,35.930,485.000,12.800,-3.070,13.710,-0.540,-0.160
1267.000,3.000,7.000,2.200,11.000,36.110,34.130,357.000,16.400,-1.980,14.140,-0.030,-0.020
5722.000,3.000,7.000,2.060,11.000,37.690,34.620,227.000,13.000,-3.070,11.630,-0.150,-0.050
5255.000,3.000,6.000,2.190,9.800,37.730,34.670,499.000,12.600,-3.060,10.570,-0.150,-0.030
4797.000,3.000,6.000,2.300,9.500,34.500,31.090,622.000,12.000,-3.410,16.170,0.080,0.040
1269.000,3.000,7.000,2.080,10.400,36.460,33.820,412.000,11.900,-2.640,15.820,-0.170,-0.010
7788.000,3.000,7.000,2.040,8.000,32.160,29.940,443.000,12.000,-2.220,7.520,-0.480,-0.210
1228.000,3.000,7.000,1.980,13.300,40.700,38.090,297.000,12.300,-2.610,12.230,-0.630,0.000
2531.000,3.000,7.000,1.950,10.400,41.110,40.170,340.000,13.200,-0.940,9.620,-0.420,-0.040
1416.000,2.652,7.000,1.930,10.200,38.550,36.010,364.000,12.800,-2.540,14.440,-0.230,0.010
1629.000,2.493,6.000,2.030,10.500,39.390,36.440,1025.000,7.200,-2.950,11.960,-0.330,0.010
120.000,2.000,6.000,2.280,10.200,34.470,29.360,1163.000,7.300,-5.110,9.440,-0.110,0.140
1521.000,3.000,7.000,2.040,10.100,39.050,36.960,380.000,12.900,-2.090,12.250,-0.630,-0.180
3304.000,2.000,7.000,1.960,10.200,40.680,38.910,222.000,16.700,-1.770,11.510,-0.120,-0.080
1630.000,3.000,7.000,1.930,14.400,41.110,39.820,134.000,14.900,-1.290,10.730,-0.300,-0.240
1063.000,3.000,5.000,1.940,9.400,41.930,41.140,1089.000,5.600,-0.790,10.160,-0.110,-0.040
921.000,3.000,6.000,2.000,11.200,40.460,40.090,1066.000,7.100,-0.370,11.200,-0.090,-0.010
943.000,3.000,7.000,2.140,9.200,35.070,30.300,218.000,18.400,-4.770,12.970,-0.350,-0.110
450.000,2.000,7.000,1.800,9.400,38.310,35.610,394.000,13.300,-2.700,12.610,-0.310,-0.150
1580.000,2.000,6.000,2.070,9.000,38.920,36.660,1016.000,7.100,-2.260,12.890,-0.090,-0.060
1790.000,3.000,6.000,2.180,10.300,36.330,32.400,240.000,14.600,-3.930,12.270,-1.000,-0.060
270.000,3.000,6.000,2.040,10.100,37.150,33.760,1029.000,6.300,-3.390,10.250,-0.250,-0.040
4383.000,3.000,7.000,2.050,12.800,41.150,40.660,196.000,10.600,-0.490,12.150,-0.380,-0.150
1747.000,3.000,5.000,1.970,7.200,33.670,29.170,1022.000,12.400,-4.500,11.250,-0.300,-0.040
6255.000,3.000,7.000,2.240,8.900,31.240,25.100,622.000,8.500,-6.140,11.010,-0.160,-0.030
1459.000,2.000,5.000,2.050,11.000,40.490,39.030,1169.000,5.100,-1.460,14.780,-0.160,-0.030
1595.000,3.000,6.000,2.020,11.400,41.370,40.110,192.000,11.400,-1.260,16.220,-0.700,-0.210
1610.000,3.000,6.769,2.050,12.000,39.560,38.530,175.000,11.700,-1.030,14.580,-0.540,-0.030
375.000,2.596,7.000,1.750,12.300,41.060,37.380,171.000,11.500,-3.680,16.470,-0.770,-0.320
1248.000,3.000,6.000,1.700,5.800,31.580,29.410,632.000,9.100,-2.170,7.720,0.050,-0.020
1276.000,3.000,6.000,2.120,9.100,38.460,34.500,1159.000,6.700,-3.960,11.210,-0.230,0.010
4437.000,3.000,7.000,1.930,13.000,41.150,40.300,318.000,12.200,-0.850,10.810,-0.650,-0.100
157.000,3.000,5.000,2.160,8.500,36.740,33.200,1032.000,8.000,-3.540,10.850,-0.030,0.030
5777.000,3.000,7.000,1.970,13.100,40.610,40.320,176.000,7.500,-0.290,10.620,-0.170,-0.050
144.000,3.000,6.000,2.140,9.300,38.150,34.960,1009.000,7.900,-3.190,13.210,-0.140,-0.010
2998.000,2.731,7.000,1.930,10.800,39.640,37.860,267.000,11.700,-1.780,10.710,-0.130,-0.030
127.000,2.724,6.000,1.990,9.600,41.570,40.030,1091.000,6.600,-1.540,14.830,-0.720,-0.300
1018.000,2.471,7.000,2.080,10.100,38.630,36.060,419.000,13.200,-2.570,12.830,-0.620,-0.200
841.000,2.805,7.000,2.050,14.200,40.920,39.970,156.000,10.000,-0.950,10.020,-0.290,-0.090
950.000,2.000,7.000,2.160,9.400,38.960,37.150,327.000,15.400,-1.810,13.420,-0.020,-0.010
1235.000,3.000,7.000,2.110,10.500,37.940,35.020,353.000,13.800,-2.920,13.290,-0.070,0.000
1202.000,2.592,7.000,2.200,9.500,35.780,32.610,520.000,13.400,-3.170,13.170,-0.010,0.010
1524.000,2.654,6.733,1.780,11.400,37.870,34.850,277.000,12.100,-3.020,14.500,-0.350,0.010
1493.000,3.000,7.000,2.010,12.200,41.090,40.790,172.000,7.500,-0.300,11.570,-0.050,-0.010
440.000,2.734,7.000,1.880,10.100,40.340,38.280,462.000,11.800,-2.060,10.230,-0.530,-0.240
192.000,2.596,6.000,2.070,10.300,37.890,35.060,408.000,11.500,-2.830,14.530,-0.030,0.010
75.000,3.000,6.216,2.000,10.700,39.420,36.990,1103.000,6.800,-2.430,9.970,-0.160,0.020
1413.000,3.000,7.000,2.010,11.800,40.400,39.670,344.000,11.400,-0.730,9.610,-0.440,-0.060
995.000,3.000,6.000,2.010,9.600,39.250,38.420,1053.000,5.400,-0.830,10.850,-0.010,0.040
1979.000,3.000,7.000,1.960,10.400,41.170,38.870,439.000,11.600,-2.300,9.270,-0.160,-0.040
3353.000,2.000,6.648,2.010,9.200,39.580,37.200,1024.000,7.700,-2.380,10.630,-0.220,-0.080
6229.000,3.000,6.000,2.040,10.700,41.130,40.570,1109.000,5.400,-0.560,11.010,0.000,0.020
8705.000,2.000,6.000,2.060,9.100,35.180,30.110,495.000,7.800,-5.070,11.650,-0.410,0.120
1574.000,2.000,7.000,1.810,13.200,40.360,39.950,151.000,5.800,-0.410,10.790,-0.210,-0.070
1174.000,3.000,5.000,2.060,9.200,36.230,32.090,848.000,7.200,-4.140,12.750,-0.060,0.020
4808.000,2.608,6.000,2.090,9.500,34.500,30.660,659.000,7.600,-3.840,9.880,-0.010,0.010
1543.000,3.000,7.000,1.830,11.500,40.320,39.970,142.000,5.600,-0.350,11.110,-0.040,0.010
3086.000,3.000,6.000,2.060,12.100,40.850,40.370,191.000,7.200,-0.480,12.690,-0.310,-0.140
1223.000,3.000,6.000,1.980,9.800,38.460,34.860,358.000,13.300,-3.600,14.610,-0.450,-0.100
2596.000,2.000,5.000,2.150,9.800,40.660,38.760,1074.000,5.300,-1.900,9.490,-0.040,0.060
143.000,3.000,6.855,2.030,10.200,38.320,34.620,304.000,11.600,-3.700,15.340,-0.040,-0.030
1191.000,3.000,6.000,1.970,12.000,41.300,40.560,176.000,9.300,-0.740,13.160,-0.610,-0.110
271.000,3.000,7.000,1.750,8.300,33.690,32.780,539.000,10.100,-0.910,9.380,-0.080,-0.030
1086.000,2.750,6.000,2.010,10.600,40.120,37.800,318.000,15.200,-2.320,14.130,-0.460,0.020
1947.000,3.000,7.000,2.020,10.400,33.390,29.580,355.000,13.700,-3.810,15.350,-0.220,-0.110
15.000,2.701,6.000,2.030,12.200,41.350,39.510,1042.000,5.900,-1.840,11.970,-0.240,-0.030
1285.000,3.000,6.000,2.100,9.200,40.990,38.700,1344.000,7.100,-2.290,11.960,-0.650,-0.210
1336.000,3.000,6.252,2.090,10.200,38.130,35.640,316.000,15.300,-2.490,12.940,-0.440,-0.100
1447.000,2.769,6.500,2.080,10.200,37.470,35.120,405.000,12.300,-2.350,10.710,-0.150,0.010
2557.000,2.808,6.447,2.030,10.700,37.260,34.440,402.000,12.000,-2.820,13.990,-0.200,-0.080
1666.000,2.517,7.084,1.780,12.000,41.090,40.540,194.000,6.000,-0.550,11.610,-0.470,-0.230
142.000,2.424,5.589,1.990,9.200,41.200,40.170,1188.000,4.700,-1.030,11.220,-0.180,-0.080
1080.000,3.000,7.000,2.040,11.500,37.350,34.570,388.000,12.900,-2.780,13.790,-0.020,0.010
1504.000,2.000,7.000,2.040,9.900,36.130,34.410,489.000,8.400,-1.720,12.500,-0.180,-0.020
215.000,3.000,7.000,2.220,9.100,35.300,30.530,552.000,17.600,-4.770,14.580,-0.040,0.030
1589.000,3.000,6.000,2.130,10.200,35.310,32.180,716.000,8.300,-3.130,13.530,-0.410,-0.070
3850.000,3.000,6.000,2.130,10.400,35.220,31.380,750.000,9.400,-3.840,12.460,-0.030,-0.030
1487.000,3.000,7.000,1.930,12.300,40.140,39.570,190.000,10.000,-0.570,12.210,-0.340,-0.110
84.000,2.000,7.000,2.180,11.600,34.740,29.560,466.000,6.400,-5.180,9.130,-0.140,0.000
4043.000,3.000,6.295,2.100,9.800,35.450,30.340,484.000,10.200,-5.110,15.130,-0.090,-0.030
5411.000,2.000,7.000,2.310,9.300,36.540,33.760,299.000,18.100,-2.780,14.770,-0.070,0.040
38.000,3.000,7.000,2.000,11.400,39.500,36.630,329.000,12.500,-2.870,12.510,-0.280,-0.030
1208.000,2.000,7.000,1.950,9.700,36.490,30.720,596.000,11.300,-5.770,14.060,-0.080,-0.070
1096.000,3.000,6.000,2.110,10.300,35.710,30.110,451.000,15.100,-5.600,16.250,-0.370,-0.020
4670.000,2.870,7.000,2.390,9.600,32.840,27.320,844.000,14.900,-5.520,12.740,-0.080,-0.010
1065.000,3.000,6.392,2.340,9.300,33.600,28.050,527.000,9.800,-5.550,12.180,-0.280,-0.020
152.000,2.000,7.000,1.780,10.700,40.310,39.880,231.000,11.700,-0.430,10.470,-0.720,-0.040
1229.000,3.000,7.000,2.280,9.400,36.450,33.220,414.000,12.400,-3.230,12.870,-0.240,-0.010
79.000,3.000,6.000,2.040,11.100,40.690,38.770,1083.000,6.600,-1.920,13.050,-0.350,-0.050
2906.000,3.000,6.000,2.040,9.800,41.140,39.350,381.000,11.400,-1.790,13.380,-0.660,-0.260
3002.000,3.000,5.890,2.050,10.000,40.170,35.740,382.000,12.700,-4.430,15.430,-0.240,-0.020
1430.000,2.830,7.220,2.020,11.000,40.520,37.650,304.000,12.300,-2.870,13.770,-0.530,-0.010
86.000,3.000,7.000,1.800,12.500,41.140,40.290,193.000,9.600,-0.850,11.380,-0.180,-0.080
1564.000,3.000,7.000,2.180,8.500,31.670,27.950,541.000,17.400,-3.720,13.320,-0.530,-0.140
1316.000,3.000,6.000,2.070,10.100,40.010,37.370,1100.000,5.800,-2.640,10.520,-0.040,0.020
1942.000,2.625,5.000,2.060,9.600,40.810,39.670,1057.000,4.600,-1.140,13.410,-0.240,-0.070
3306.000,3.000,6.787,2.140,10.700,39.550,37.440,208.000,14.700,-2.110,12.010,-0.650,-0.120
1775.000,3.000,6.635,2.260,10.300,35.350,32.400,524.000,7.400,-2.950,9.820,-0.720,-0.250
1167.000,3.000,6.000,2.170,9.300,30.910,27.230,727.000,9.200,-3.680,11.860,-0.360,-0.030
111.000,3.000,7.000,1.930,11.600,40.380,39.240,223.000,15.700,-1.140,11.500,-0.300,-0.100
3295.000,3.000,6.000,1.970,10.800,41.130,40.630,1014.000,5.400,-0.500,11.460,-0.040,0.030
908.000,3.000,6.000,1.980,10.700,41.020,40.220,1133.000,6.200,-0.800,11.240,-0.120,-0.050
2623.000,3.000,6.126,2.020,11.200,41.510,40.910,1115.000,6.200,-0.600,11.620,-0.080,-0.010
593.000,2.340,7.000,1.870,12.000,40.420,39.540,373.000,13.200,-0.880,10.660,-0.480,-0.100
549.000,2.000,5.870,2.020,9.600,40.700,39.010,1044.000,4.800,-1.690,9.460,-0.370,0.010
1589.000,3.000,6.000,1.970,12.100,40.900,40.300,189.000,5.600,-0.600,9.030,-0.210,-0.060
2465.000,3.000,7.000,1.950,11.400,40.670,40.650,154.000,8.400,-0.020,10.050,-0.340,-0.200
9609.000,3.000,6.000,2.070,9.400,38.340,34.110,699.000,11.800,-4.230,14.830,-0.400,-0.150
867.000,3.000,7.000,2.340,8.400,34.360,31.360,548.000,10.200,-3.000,12.260,-0.210,0.040
31.000,3.000,6.000,2.180,10.400,37.690,35.180,344.000,13.100,-2.510,13.330,-0.210,-0.080
2894.000,3.000,7.000,2.110,10.200,38.430,36.810,234.000,12.000,-1.620,14.140,-0.050,-0.010
1352.000,3.000,6.000,2.110,11.700,39.410,37.530,183.000,11.000,-1.880,13.650,-0.110,-0.010
2073.000,2.000,6.876,1.860,12.400,41.510,40.870,192.000,7.900,-0.640,9.470,-0.710,-0.280
1417.000,2.612,6.000,2.010,10.200,41.040,39.390,1092.000,5.700,-1.650,11.690,-0.150,0.000
1099.000,3.000,7.000,2.010,10.200,38.200,36.990,298.000,19.700,-1.210,11.150,-0.090,-0.090
1665.000,3.000,7.000,2.060,11.200,36.540,31.730,357.000,20.300,-4.810,15.700,-0.160,-0.020
3781.000,3.000,7.000,1.940,10.300,37.880,33.540,316.000,17.500,-4.340,16.270,-1.090,-0.060
1465.000,3.010,6.000,2.270,9.100,35.500,31.460,547.000,12.100,-4.040,12.310,-0.100,-0.030
1478.000,2.000,7.000,2.160,9.900,37.520,34.810,448.000,12.600,-2.710,14.880,-0.500,-0.200
2673.000,2.458,7.000,2.360,10.500,35.900,33.590,408.000,13.900,-2.310,11.900,-0.450,-0.050
3147.000,2.770,7.000,1.880,10.400,38.220,34.650,522.000,11.300,-3.570,10.850,-0.690,-0.270
7451.000,2.495,7.000,1.990,11.500,40.650,40.400,162.000,7.700,-0.250,11.260,-0.470,-0.260
3944.000,2.739,7.152,2.060,10.700,40.340,38.010,359.000,11.800,-2.330,10.350,-0.630,-0.050
2509.000,2.000,7.000,2.050,13.100,39.730,38.930,265.000,11.700,-0.800,12.110,-0.280,-0.060
4084.000,3.000,6.000,1.840,8.100,34.860,33.110,657.000,9.000,-1.750,8.970,-0.050,-0.030
914.000,3.000,7.000,2.230,11.500,37.270,34.340,549.000,12.800,-2.930,13.620,-0.140,-0.010
1628.000,2.509,7.000,2.040,8.300,34.000,30.420,830.000,6.200,-3.580,9.200,0.020,0.050
107.000,3.000,7.000,2.050,12.400,39.030,36.970,301.000,14.300,-2.060,12.750,-0.270,-0.100
972.000,2.385,7.000,2.020,10.500,39.300,36.950,273.000,13.000,-2.350,9.340,-1.080,-0.270
2081.000,3.000,6.000,2.040,10.600,39.760,38.880,1025.000,6.600,-0.880,12.900,-0.300,-0.010
1133.000,3.000,6.000,2.050,8.900,39.370,36.300,1082.000,7.300,-3.070,11.540,-0.140,-0.020
1578.000,2.000,6.000,1.850,12.000,41.020,40.700,193.000,7.900,-0.320,11.590,-0.680,-0.300
1765.000,3.000,6.913,1.990,12.300,41.350,40.560,173.000,7.500,-0.790,11.680,-0.280,-0.200
1508.000,3.000,6.000,2.150,10.200,35.890,32.970,332.000,7.500,-2.920,11.060,-0.080,-0.020
2435.000,3.000,7.000,2.030,11.400,40.180,39.460,188.000,7.900,-0.720,11.750,-0.090,0.000
2396.000,2.447,6.000,1.970,15.100,41.500,40.750,335.000,5.100,-0.750,12.170,-0.080,0.000
4691.000,3.000,6.000,1.990,10.100,37.660,32.400,278.000,19.000,-5.260,15.910,-0.350,-0.080
5996.000,3.000,6.000,2.070,9.200,38.340,35.500,339.000,11.800,-2.840,14.020,-0.580,-0.100
1718.000,3.000,6.000,2.070,10.400,40.990,38.620,802.000,7.100,-2.370,9.740,-0.570,-0.250
1331.000,3.016,7.000,1.930,9.500,35.090,35.340,595.000,12.400,0.250,10.980,-0.810,-0.320
1022.000,2.517,5.000,2.110,8.600,38.210,34.460,1163.000,7.900,-3.750,12.170,-0.750,0.010
104.000,2.770,6.000,1.990,9.000,40.610,36.940,1012.000,5.700,-3.670,8.650,-0.500,-0.010
1629.000,2.735,6.000,1.970,8.800,37.610,34.480,385.000,11.400,-3.130,14.360,-0.190,-0.080
1729.000,3.000,7.000,1.970,9.400,37.010,33.200,279.000,23.800,-3.810,12.600,-0.040,-0.040
1331.000,2.000,5.651,2.020,9.900,42.370,42.290,1042.000,5.300,-0.080,12.260,-0.020,0.010
1866.000,3.000,6.000,2.010,9.800,41.580,40.380,1034.000,6.400,-1.200,12.570,0.010,0.060
1288.000,3.000,7.000,2.070,9.800,38.600,36.760,324.000,11.700,-1.840,11.960,-0.550,-0.170
1970.000,3.000,7.000,2.090,10.300,38.260,34.960,536.000,14.200,-3.300,14.910,-0.130,0.010
3464.000,2.719,7.000,1.980,10.100,41.660,41.440,198.000,7.700,-0.220,12.100,-0.240,-0.030
1033.000,3.000,7.000,2.070,10.700,39.460,37.750,347.000,14.900,-1.710,12.770,-0.990,-0.420
6161.000,3.000,6.921,1.860,8.000,34.460,33.250,488.000,14.600,-1.210,8.390,-0.260,-0.140
148.000,3.000,6.675,2.140,10.500,37.770,33.890,613.000,13.300,-3.880,11.630,-0.790,-0.010
912.000,2.000,6.000,2.160,9.000,37.830,33.100,1121.000,7.000,-4.730,10.200,-0.120,0.120
1292.000,2.000,6.000,2.090,9.700,40.760,38.170,1024.000,6.100,-2.590,10.520,-0.150,-0.030
2578.000,2.000,7.068,1.930,10.400,40.030,38.240,263.000,11.300,-1.790,10.860,-1.160,-0.110
903.000,3.000,6.716,1.910,12.400,39.940,38.950,233.000,12.200,-0.990,11.100,-0.810,-0.100
1449.000,3.000,7.000,1.900,13.200,38.760,37.000,177.000,23.300,-1.760,12.960,-1.160,-0.150
193.000,3.000,6.000,2.010,9.200,40.110,37.840,1008.000,6.800,-2.270,12.950,-0.220,-0.090
7803.000,3.000,7.000,2.320,8.900,32.590,26.740,767.000,9.700,-5.850,11.750,-0.280,-0.010
1043.000,2.000,7.000,2.030,9.000,38.440,35.810,585.000,11.500,-2.630,13.610,-0.720,-0.230
5511.000,2.330,6.000,2.140,9.700,37.110,33.110,410.000,11.400,-4.000,14.570,-0.330,-0.060
2511.000,2.668,7.000,2.050,12.300,38.890,36.130,344.000,12.400,-2.760,14.030,-0.630,-0.130
1609.000,3.000,7.000,2.030,12.300,40.710,39.530,181.000,12.600,-1.180,15.160,-0.450,-0.030
1485.000,2.500,7.000,2.120,11.400,39.080,37.760,312.000,17.100,-1.320,11.490,-0.850,-0.410
1290.000,2.650,6.644,2.040,10.700,39.940,38.350,274.000,12.500,-1.590,13.270,-0.100,-0.020
1444.000,2.320,6.357,2.310,8.500,35.910,31.530,520.000,14.800,-4.380,12.510,-0.040,-0.020
117.000,3.000,5.000,2.130,10.600,39.300,36.420,1300.000,6.200,-2.880,12.660,-0.140,0.000
1003.000,3.000,7.000,1.980,12.000,40.660,39.150,429.000,11.400,-1.510,10.630,-0.590,-0.070
3134.000,2.796,6.000,1.880,10.000,40.000,37.600,376.000,11.400,-2.400,13.910,-0.130,-0.070
1738.000,3.000,6.000,2.110,9.000,39.740,36.140,1013.000,7.700,-3.600,11.950,-0.180,-0.010
355.000,3.000,6.000,2.350,8.400,32.240,28.260,1099.000,13.800,-3.980,12.790,-0.350,-0.040
1489.000,3.000,7.000,2.180,9.700,37.800,33.710,426.000,14.900,-4.090,14.040,-0.150,-0.030
1267.000,3.000,7.000,2.080,11.000,38.280,36.200,482.000,12.600,-2.080,14.070,-0.040,-0.010
337.000,3.000,7.000,2.100,12.700,40.430,40.130,182.000,6.300,-0.300,10.440,-0.250,0.010
2891.000,3.000,7.000,1.900,13.700,40.850,40.050,154.000,9.200,-0.800,10.880,-0.460,-0.260
1101.000,3.000,7.000,2.320,10.900,34.260,29.760,563.000,13.700,-4.500,13.970,-0.940,0.010
1090.000,3.000,7.000,2.070,11.700,37.380,35.750,370.000,14.900,-1.630,13.280,-0.090,0.010
3359.000,3.000,7.000,2.050,9.900,37.410,34.680,262.000,15.100,-2.730,12.690,-0.050,0.000
1352.000,3.000,6.000,2.260,8.400,36.890,34.160,1106.000,8.600,-2.730,11.720,-0.260,0.010
65.000,3.000,7.027,2.010,10.300,38.790,35.460,397.000,16.000,-3.330,12.340,-0.970,-0.260
4482.000,3.000,7.000,1.980,10.000,38.660,36.740,462.000,12.600,-1.920,13.010,-0.420,-0.030
1447.000,3.000,5.941,2.010,9.800,41.760,40.820,1285.000,5.300,-0.940,11.140,-0.190,-0.010
1343.000,2.753,7.118,1.690,11.500,40.390,38.010,119.000,12.400,-2.380,12.560,-1.130,-0.310
2623.000,2.000,6.000,1.920,10.500,38.490,35.950,198.000,11.700,-2.540,12.100,-0.840,-0.170
5472.000,3.000,6.895,1.990,10.500,40.340,39.940,172.000,6.400,-0.400,15.140,-0.320,-0.040
838.000,3.000,7.000,1.950,10.800,39.170,37.780,314.000,13.400,-1.390,12.930,-0.640,-0.040
309.000,3.000,7.000,2.020,9.800,34.250,31.080,561.000,10.200,-3.170,9.560,-0.400,-0.040
846.000,3.000,6.000,2.070,11.200,40.810,39.700,348.000,11.900,-1.110,12.610,-0.210,-0.020
1483.000,2.000,6.000,2.150,11.900,35.980,29.530,515.000,14.600,-6.450,16.310,-0.200,-0.050
506.000,2.000,6.000,1.980,10.000,41.020,39.840,1149.000,6.600,-1.180,7.570,-0.040,0.020
1769.000,3.000,6.000,1.860,11.500,40.140,38.240,278.000,13.100,-1.900,12.370,-0.800,-0.400
2631.000,3.000,7.000,1.970,11.100,40.700,39.250,186.000,11.100,-1.450,10.870,-0.420,-0.090
2854.000,3.000,6.000,2.220,9.300,36.510,33.560,457.000,11.400,-2.950,10.810,-0.120,-0.010
2771.000,3.000,7.000,2.150,9.400,36.740,33.670,583.000,11.500,-3.070,13.780,-0.410,-0.090
2973.000,3.000,7.000,2.040,9.500,39.310,35.300,390.000,11.900,-4.010,12.970,-0.100,-0.050
2891.000,2.580,7.000,1.870,11.300,40.570,40.060,175.000,7.600,-0.510,10.480,-0.310,-0.180
3219.000,3.000,7.000,1.890,10.600,39.970,36.950,277.000,14.100,-3.020,13.070,-1.090,-0.280
