time_betw_scan_hours,CA,YM,2/1 mM Glu/Lac [mM],1 mM H2O2 [mM],40/25 mM glu/lac høj O2,40/25 mM glu/lac lav O2,Sensitivity [pA/µM],t on 10/5 mM glu/lac [s],Lav O2 - Høj O2,50 mM Mannose,35 mM Glycolsyre,2 mM PAM
1834.000,3.000,6.000,2.000,11.300,40.840,40.140,555.000,5.900,-0.700,8.750,-0.130,-0.040
4198.000,2.633,6.000,2.000,12.200,40.280,39.640,345.000,6.100,-0.640,12.320,-0.150,-0.030
2775.000,2.680,6.000,2.050,11.500,40.930,40.510,458.000,5.700,-0.420,14.740,-0.230,-0.070
5640.000,3.000,6.000,2.040,10.300,40.940,39.750,585.000,5.100,-1.190,13.590,-0.190,-0.050
839.000,2.000,6.000,2.000,10.700,39.980,37.800,747.000,7.800,-2.180,10.640,-0.040,0.010
4258.000,3.000,6.324,2.050,10.600,40.710,39.070,277.000,8.500,-1.640,10.360,-0.780,-0.190
8835.000,3.000,6.000,2.070,10.200,40.150,39.420,309.000,6.500,-0.730,9.870,-0.080,0.000
7808.000,3.000,7.000,2.020,10.400,40.250,37.860,498.000,8.900,-2.390,11.810,-0.300,0.070
1362.000,3.000,7.000,2.020,12.100,41.490,40.360,496.000,6.000,-1.130,10.650,-0.430,-0.210
1069.000,3.000,6.000,1.990,10.700,41.180,39.970,555.000,4.800,-1.210,10.830,-0.150,-0.040
966.000,3.000,6.000,2.060,10.100,40.120,39.370,623.000,5.900,-0.750,12.080,-0.310,0.100
1541.000,3.000,7.000,1.950,11.400,41.340,40.060,572.000,8.800,-1.280,12.650,-0.470,-0.190
1498.000,3.000,7.000,1.940,12.500,41.810,41.060,462.000,6.400,-0.750,11.970,-0.080,0.000
5839.000,3.000,6.000,2.000,10.200,40.690,40.330,664.000,5.300,-0.360,9.160,-0.010,0.010
2772.000,3.000,6.985,2.030,12.000,40.730,40.300,210.000,6.800,-0.430,11.980,-0.270,-0.070
1578.000,2.765,7.000,2.120,11.000,40.970,40.390,470.000,6.900,-0.580,11.940,-0.220,-0.080
3736.000,2.000,6.000,2.010,10.800,40.750,40.430,472.000,4.800,-0.320,12.330,-0.340,-0.120
1166.000,3.000,6.000,2.030,10.500,40.860,40.420,442.000,4.400,-0.440,11.590,-0.170,0.050
2933.000,3.000,6.000,2.040,10.300,40.820,39.920,397.000,5.200,-0.900,13.770,-0.070,-0.030
1661.000,2.919,5.887,1.980,10.100,40.990,40.970,528.000,4.300,-0.020,14.430,-0.210,-0.050
1300.000,2.000,6.000,1.910,11.400,40.060,38.920,443.000,6.700,-1.140,11.280,-0.370,-0.100
5463.000,2.000,6.000,1.920,8.900,40.250,37.170,442.000,8.400,-3.080,14.370,-0.480,-0.070
1786.000,3.000,6.000,2.000,9.400,40.730,39.030,636.000,6.100,-1.700,11.560,-0.460,-0.060
2946.000,3.000,6.000,2.050,10.400,40.690,39.690,600.000,4.200,-1.000,11.810,-0.070,0.010
1165.000,2.000,6.000,1.970,10.200,39.810,37.930,553.000,6.600,-1.880,12.320,-0.350,-0.120
3969.000,3.000,6.000,2.010,11.100,40.150,38.530,461.000,7.600,-1.620,11.060,-0.160,-0.100
1321.000,2.730,6.000,2.050,10.000,41.120,39.540,551.000,8.100,-1.580,14.260,-0.270,-0.040
1517.000,3.000,7.000,2.070,11.600,41.250,40.340,369.000,5.500,-0.910,11.340,-0.340,-0.040
2390.000,2.774,6.000,2.050,10.800,40.690,39.870,447.000,5.500,-0.820,12.860,-0.340,-0.110
1025.000,3.000,6.000,2.020,10.500,40.210,39.880,510.000,5.800,-0.330,9.530,0.000,0.010
1777.000,3.000,6.000,1.950,11.900,41.730,40.820,453.000,6.400,-0.910,11.500,-0.100,-0.020
1391.000,2.000,6.129,2.050,10.700,40.820,39.960,391.000,5.600,-0.860,10.250,-0.340,0.000
291.000,3.000,6.000,2.000,11.500,40.930,40.320,518.000,5.300,-0.610,9.350,-0.030,0.030
2809.000,2.709,6.000,2.090,11.800,41.680,40.500,463.000,6.200,-1.180,13.170,-0.200,-0.040
2828.000,3.000,6.000,2.070,10.100,40.230,38.080,495.000,7.400,-2.150,14.560,-0.500,-0.140
1346.000,3.000,7.000,2.020,11.600,40.710,40.260,432.000,5.600,-0.450,12.170,-0.320,-0.140
19725.000,3.000,6.000,2.050,11.200,40.510,39.740,298.000,5.700,-0.770,11.440,-0.170,-0.010
6678.000,3.000,6.000,1.940,11.300,41.030,40.380,513.000,5.600,-0.650,11.960,-0.220,-0.120
2900.000,3.000,6.000,2.090,10.000,40.620,39.250,544.000,7.200,-1.370,12.450,-0.500,-0.040
1254.000,3.000,7.000,2.050,11.400,40.340,39.330,332.000,9.500,-1.010,11.580,-0.440,-0.080
990.000,3.000,7.000,1.910,12.400,41.170,40.250,330.000,7.100,-0.920,11.210,-0.360,-0.200
1283.000,3.000,6.000,2.070,9.300,38.730,36.790,800.000,6.900,-1.940,13.200,-0.110,0.010
39.000,3.000,7.000,1.890,12.400,41.360,39.820,318.000,9.900,-1.540,14.110,-0.230,-0.100
4528.000,2.000,6.000,2.000,10.700,41.780,40.430,720.000,5.300,-1.350,11.340,-0.510,-0.110
1540.000,2.000,6.000,2.090,10.300,41.060,40.280,593.000,4.400,-0.780,11.580,-0.270,-0.170
2034.000,2.534,6.000,2.010,10.400,40.510,39.840,636.000,5.000,-0.670,9.740,-0.020,0.010
984.000,2.664,7.000,2.000,12.400,40.860,40.160,401.000,6.200,-0.700,11.830,-0.320,0.030
1385.000,3.000,6.571,2.000,10.400,40.840,39.840,346.000,6.900,-1.000,11.800,-0.150,-0.040
1313.000,3.000,6.000,1.970,10.700,40.940,40.210,311.000,7.600,-0.730,13.870,-0.230,-0.060
408.000,3.000,7.000,2.050,11.100,40.830,40.190,432.000,5.400,-0.640,11.400,-0.070,0.010
1272.000,2.725,6.000,1.980,10.300,41.440,40.010,665.000,6.100,-1.430,10.070,-0.340,-0.020
151.000,3.000,6.000,1.950,10.400,41.450,40.920,520.000,5.600,-0.530,13.150,-0.350,-0.110
1437.000,3.000,6.000,2.100,11.200,40.840,40.380,456.000,4.500,-0.460,14.950,-0.090,0.020
486.000,3.000,6.000,1.980,10.600,40.980,40.240,517.000,6.300,-0.740,10.340,-0.080,-0.020
126.000,3.000,5.000,2.090,9.400,40.120,37.680,847.000,6.800,-2.440,10.410,-0.040,0.040
1295.000,2.475,6.000,2.010,10.000,42.630,40.790,786.000,5.100,-1.840,10.230,-0.310,0.050
3138.000,3.000,6.000,2.090,9.300,40.010,38.570,730.000,6.500,-1.440,12.690,-0.200,0.030
1778.000,2.000,6.000,1.960,10.700,40.520,39.650,388.000,6.200,-0.870,14.050,-0.170,0.000
4548.000,3.000,7.000,1.980,11.000,40.600,39.830,336.000,6.100,-0.770,12.280,-0.340,-0.110
2859.000,3.000,6.000,2.040,9.600,40.730,38.860,707.000,6.400,-1.870,9.890,-0.410,-0.160
1844.000,3.000,6.000,2.070,11.300,40.300,39.420,507.000,5.200,-0.880,12.380,-0.060,0.020
1979.000,3.000,6.000,2.050,9.600,41.510,39.800,665.000,6.800,-1.710,10.100,-0.380,-0.080
457.000,2.000,7.000,2.030,10.100,40.640,40.210,362.000,6.500,-0.430,11.530,-0.040,-0.010
972.000,2.000,6.000,2.050,9.000,38.560,35.670,617.000,7.800,-2.890,12.040,-0.200,-0.020
2951.000,3.000,6.000,2.040,10.800,40.420,39.730,421.000,6.700,-0.690,11.990,-0.290,0.020
2757.000,3.000,6.000,2.060,12.000,40.810,40.130,441.000,5.100,-0.680,13.280,-0.120,0.030
5252.000,2.450,5.000,1.920,10.100,41.470,39.520,426.000,6.500,-1.950,15.650,-0.150,-0.040
1840.000,3.000,6.000,1.960,10.100,42.000,40.990,483.000,5.500,-1.010,13.260,-0.400,-0.120
1417.000,3.000,6.820,1.920,11.600,41.140,40.790,237.000,7.300,-0.350,10.740,-0.350,-0.150
1173.000,3.000,6.000,1.980,10.700,40.850,39.470,404.000,6.500,-1.380,14.380,-0.160,-0.080
2791.000,3.000,6.000,1.930,11.900,40.450,40.280,544.000,5.900,-0.170,14.170,-0.060,-0.020
2811.000,3.090,7.382,2.040,11.100,40.180,40.000,299.000,10.300,-0.180,10.960,-0.040,-0.010
1122.000,2.655,6.000,2.040,12.100,41.220,40.950,332.000,7.400,-0.270,13.320,-0.060,0.010
1748.000,3.000,6.000,2.150,10.900,38.960,37.830,352.000,9.400,-1.130,13.050,-0.250,-0.090
2515.000,3.000,6.000,2.120,11.200,40.320,38.810,512.000,6.500,-1.510,14.180,-0.180,-0.120
2039.000,3.000,7.000,1.920,10.400,41.710,40.820,337.000,5.900,-0.890,14.020,-0.230,-0.080
6142.000,3.000,6.000,2.060,10.600,41.400,40.710,320.000,5.300,-0.690,11.860,-0.300,-0.040
1020.000,2.590,6.000,2.110,10.400,40.510,39.830,314.000,7.800,-0.680,13.430,-0.340,-0.040
1185.000,3.000,6.000,1.960,11.000,41.600,41.180,760.000,5.500,-0.420,10.970,-0.060,-0.010
2698.000,3.000,7.000,1.950,11.000,40.110,39.620,384.000,6.200,-0.490,13.720,-0.090,-0.110
1647.000,3.000,7.000,1.910,10.600,40.770,40.360,343.000,5.900,-0.410,10.140,-0.440,-0.090
1634.000,3.000,7.000,1.940,11.600,40.780,39.890,508.000,6.100,-0.890,12.490,-0.430,-0.060
1149.000,2.857,6.000,2.030,10.800,41.440,40.730,385.000,5.700,-0.710,11.260,-0.090,-0.030
5960.000,3.000,6.000,2.020,11.300,40.350,39.920,294.000,6.200,-0.430,12.960,-0.040,0.040
4501.000,2.000,6.000,1.840,11.600,41.760,41.130,297.000,6.200,-0.630,11.550,-0.180,-0.090
1839.000,2.000,7.000,2.030,11.900,40.850,39.810,294.000,6.100,-1.040,9.680,-0.330,-0.080
3950.000,2.840,6.000,2.030,9.700,41.310,40.310,393.000,6.200,-1.000,11.240,-0.040,0.000
1863.000,2.639,5.715,2.060,9.900,40.630,39.040,525.000,6.300,-1.590,10.500,-0.310,-0.040
1711.000,3.000,6.000,2.000,12.100,41.260,40.350,468.000,5.200,-0.910,10.250,-0.310,-0.020
412.000,2.000,6.000,1.960,10.800,40.860,40.550,613.000,6.200,-0.310,10.040,-0.370,-0.090
7327.000,2.000,6.000,2.100,10.700,41.010,40.240,454.000,5.200,-0.770,13.810,-0.170,-0.050
1606.000,2.000,6.000,2.020,9.600,40.090,38.120,775.000,6.300,-1.970,10.080,-0.410,-0.010
1447.000,2.000,7.000,2.180,10.700,39.730,37.600,531.000,6.200,-2.130,14.600,-0.270,-0.090
1360.000,2.000,6.000,2.090,10.800,40.940,40.380,457.000,5.500,-0.560,15.270,-0.110,0.070
966.000,2.600,6.000,1.970,10.300,41.350,40.200,542.000,5.400,-1.150,10.330,-0.080,-0.010
1204.000,2.625,7.000,2.070,9.000,40.700,39.910,355.000,7.500,-0.790,10.570,-0.150,0.000
1781.000,2.675,6.000,2.000,10.600,41.260,40.610,477.000,6.300,-0.650,11.250,0.000,0.040
849.000,2.685,6.000,2.030,10.500,41.430,40.470,545.000,5.200,-0.960,10.790,-0.130,-0.040
173.000,2.000,7.000,1.920,11.300,40.900,40.180,231.000,6.300,-0.720,9.460,-0.310,-0.090
2477.000,3.000,6.000,2.080,11.500,41.650,40.970,442.000,4.900,-0.680,14.150,-0.020,0.010
4399.000,2.000,5.000,2.030,10.600,40.990,40.520,390.000,6.600,-0.470,11.580,-0.240,-0.060
2838.000,3.000,6.000,2.030,10.400,41.160,40.340,418.000,4.600,-0.820,13.250,-0.050,-0.010
8921.000,3.000,5.000,2.080,10.600,40.660,39.330,743.000,4.800,-1.330,11.610,-0.050,0.020
281.000,2.000,6.000,2.030,10.200,39.830,38.750,693.000,5.700,-1.080,11.350,-0.090,0.030
2863.000,3.000,6.319,2.080,12.200,40.600,40.080,288.000,6.000,-0.520,12.000,-0.360,-0.140
1520.000,2.826,6.324,2.030,11.500,40.800,40.060,199.000,5.700,-0.740,9.750,-0.140,-0.010
18278.000,3.000,6.000,2.020,10.400,40.650,39.890,527.000,5.700,-0.760,10.700,-0.120,-0.010
1456.000,3.000,6.000,1.940,9.500,39.750,37.450,430.000,8.600,-2.300,12.860,-0.100,-0.020
1073.000,2.000,6.000,2.010,10.000,39.750,37.850,463.000,7.700,-1.900,12.760,-0.130,-0.020
2681.000,3.000,6.000,2.030,9.300,39.310,37.050,633.000,8.800,-2.260,12.480,-0.170,-0.080
71.000,3.000,6.399,2.030,11.200,42.100,41.550,392.000,6.700,-0.550,11.970,0.020,0.030
1585.000,2.781,6.000,2.100,10.500,38.520,36.760,509.000,7.400,-1.760,12.580,-0.040,0.000
410.000,3.000,6.628,2.070,11.200,40.920,39.750,418.000,6.800,-1.170,13.350,-0.090,-0.010
6718.000,2.000,7.000,2.040,10.800,40.770,40.050,343.000,6.900,-0.720,11.340,-0.220,0.000
1703.000,2.000,6.000,1.980,10.500,41.580,41.400,534.000,5.300,-0.180,11.150,-0.310,0.000
7079.000,2.000,6.000,2.040,10.900,41.260,40.500,339.000,6.600,-0.760,13.520,-0.560,-0.210
9147.000,2.000,7.000,1.950,10.800,41.120,40.120,399.000,6.300,-1.000,10.370,-0.520,-0.020
1816.000,3.000,6.000,1.990,10.400,41.070,40.410,518.000,6.800,-0.660,12.430,-0.330,-0.130
1132.000,3.000,6.000,2.000,12.000,41.040,40.480,286.000,6.800,-0.560,12.950,-0.530,-0.040
1484.000,2.000,6.000,2.010,10.700,39.750,37.970,701.000,6.000,-1.780,12.460,-0.520,-0.250
1177.000,2.717,7.000,2.070,12.500,40.770,40.220,259.000,8.100,-0.550,11.820,-0.190,-0.090
5748.000,2.000,6.000,1.960,11.000,41.600,40.830,378.000,5.900,-0.770,12.510,-0.250,-0.090
217.000,2.810,6.000,2.150,12.000,38.010,34.640,799.000,6.900,-3.370,12.130,-0.110,-0.010
3558.000,3.000,6.000,1.980,10.100,41.150,40.350,538.000,6.200,-0.800,12.660,-0.240,-0.090
2450.000,3.000,7.000,2.060,10.800,41.090,40.630,362.000,6.200,-0.460,8.640,-0.110,-0.020
1628.000,3.000,5.000,1.900,10.100,39.740,37.950,558.000,6.900,-1.790,12.950,-0.320,-0.020
1667.000,2.000,6.000,1.900,10.200,41.100,40.100,456.000,5.700,-1.000,11.350,-0.470,-0.120
2696.000,2.000,6.000,2.040,11.700,41.310,40.760,459.000,5.500,-0.550,9.570,-0.100,0.000
193.000,2.000,7.000,1.950,9.500,40.370,39.470,394.000,6.700,-0.900,9.690,-0.160,-0.040
290.000,3.000,6.611,2.070,9.600,38.900,36.350,628.000,6.300,-2.550,11.440,-0.090,0.000
1555.000,2.552,6.382,1.990,11.200,41.850,40.840,586.000,5.400,-1.010,8.020,-0.420,-0.140
1506.000,2.000,6.000,2.000,10.100,40.610,40.110,494.000,6.400,-0.500,14.370,-0.080,0.000
1143.000,3.000,6.000,1.880,9.800,41.550,40.210,546.000,6.900,-1.340,9.670,-0.170,-0.080
1582.000,3.000,6.000,2.000,11.600,40.970,40.050,360.000,8.100,-0.920,10.270,-0.380,-0.100
173.000,3.000,6.000,2.060,12.500,40.590,38.370,803.000,6.200,-2.220,8.340,-0.130,0.000
415.000,2.663,6.000,2.110,10.900,41.370,40.490,420.000,6.100,-0.880,12.590,-0.170,-0.060
1628.000,3.000,7.000,2.050,11.500,40.620,40.030,328.000,6.400,-0.590,12.460,-0.100,-0.040
1762.000,2.537,5.870,2.070,12.300,41.640,41.230,509.000,4.900,-0.410,12.250,-0.110,-0.010
1114.000,3.000,6.000,2.070,11.400,40.870,40.030,474.000,6.400,-0.840,12.800,-0.380,-0.170
1102.000,3.000,7.000,2.020,10.900,41.670,40.590,635.000,5.700,-1.080,13.400,-0.320,-0.060
1478.000,2.803,6.000,1.960,9.400,41.110,39.360,754.000,6.300,-1.750,14.750,-0.010,0.010
2492.000,3.000,7.000,2.080,10.500,38.400,37.080,375.000,8.300,-1.320,8.520,-0.150,-0.030
1314.000,3.000,6.000,2.080,10.200,40.180,39.540,378.000,6.700,-0.640,14.180,-0.270,-0.030
2841.000,2.000,5.000,1.980,11.100,40.480,40.350,411.000,6.300,-0.130,14.560,-0.090,0.000
7163.000,3.000,6.000,2.060,11.900,41.410,40.540,413.000,5.900,-0.870,12.390,-0.320,-0.100
1504.000,3.000,6.000,2.010,11.500,40.990,40.220,299.000,7.500,-0.770,12.550,-0.030,-0.010
1332.000,3.000,6.818,2.080,11.000,41.660,40.500,520.000,8.200,-1.160,12.850,-0.540,-0.130
3956.000,3.000,6.000,1.920,9.600,40.810,40.090,722.000,5.000,-0.720,14.760,-0.150,-0.030
2628.000,2.000,6.000,2.010,11.400,41.060,40.810,441.000,5.700,-0.250,8.350,-0.140,-0.020
1719.000,3.000,6.000,2.030,10.300,40.040,37.840,760.000,6.000,-2.200,14.780,-0.490,-0.140
1675.000,3.000,6.000,2.000,11.800,40.620,40.020,397.000,5.500,-0.600,10.410,-0.400,-0.110
439.000,2.000,6.329,2.030,11.300,41.280,40.280,535.000,5.500,-1.000,12.180,-0.180,-0.020
2494.000,2.477,6.000,2.060,10.000,39.990,37.650,520.000,6.400,-2.340,14.120,-0.540,-0.030
2522.000,2.849,6.355,2.000,11.100,41.220,40.320,317.000,6.100,-0.900,12.450,-0.110,-0.040
1981.000,2.841,6.000,2.080,11.800,40.640,40.300,495.000,5.700,-0.340,10.820,-0.280,-0.060
3175.000,3.000,7.000,2.000,11.700,41.120,40.210,332.000,7.800,-0.910,13.920,-0.310,-0.100
1114.000,3.000,6.000,2.070,11.400,40.870,40.030,474.000,6.400,-0.840,12.800,-0.380,-0.170
1172.000,3.000,6.000,2.010,9.300,39.700,36.280,895.000,7.600,-3.420,13.160,-0.670,-0.100
1429.000,2.801,6.000,1.990,10.100,40.560,37.920,634.000,6.100,-2.640,13.660,-0.230,-0.020
2161.000,3.000,6.000,1.990,10.500,40.320,40.010,496.000,7.600,-0.310,10.590,-0.060,-0.040
1357.000,2.638,7.000,1.960,11.100,40.970,40.650,370.000,5.700,-0.320,10.880,-0.070,-0.020
4289.000,3.000,6.000,1.850,10.500,40.820,39.670,613.000,7.100,-1.150,12.500,-0.150,-0.050
219.000,3.000,7.000,1.980,10.600,41.070,40.520,353.000,5.600,-0.550,12.360,-0.070,0.010
3123.000,3.000,6.000,1.990,10.700,41.320,39.840,452.000,6.800,-1.480,11.890,-0.300,-0.050
1707.000,3.000,6.000,2.020,11.200,40.730,39.530,434.000,7.000,-1.200,12.450,-0.190,-0.050
407.000,3.000,5.855,2.030,10.800,40.470,39.960,663.000,4.600,-0.510,13.690,-0.080,0.000
4164.000,2.780,6.808,1.820,12.500,41.250,40.240,318.000,7.700,-1.010,9.560,-0.210,-0.030
158.000,3.000,6.000,2.090,11.000,41.620,40.800,495.000,5.500,-0.820,13.800,-0.050,0.020
2877.000,2.000,6.772,2.080,10.500,41.250,40.270,376.000,6.000,-0.980,9.410,-0.120,-0.040
5478.000,3.000,6.506,2.020,12.200,41.660,40.270,654.000,6.200,-1.390,9.780,-0.060,0.000
4031.000,2.000,6.375,2.030,11.900,41.200,39.180,411.000,7.900,-2.020,14.560,-0.510,-0.040
1258.000,2.000,6.000,1.940,10.800,42.340,41.380,504.000,6.100,-0.960,15.150,-0.130,-0.010
1074.000,3.000,6.000,2.030,9.100,38.240,36.610,655.000,6.100,-1.630,10.930,-0.090,0.010
1306.000,3.000,6.000,1.970,10.800,41.570,40.570,467.000,5.100,-1.000,11.900,-0.120,-0.030
2427.000,2.715,7.000,2.070,9.400,39.670,38.450,294.000,8.600,-1.220,10.480,-0.440,-0.150
1153.000,2.719,6.979,2.060,11.900,40.350,39.530,352.000,7.300,-0.820,12.820,-0.430,-0.150
1191.000,2.566,6.000,2.010,10.000,41.000,40.300,502.000,6.200,-0.700,11.580,0.040,0.070
5418.000,3.000,7.000,2.100,11.500,41.580,40.610,387.000,6.200,-0.970,11.550,-0.440,-0.080
4587.000,3.000,6.612,2.080,10.800,40.430,39.370,252.000,8.200,-1.060,12.680,-0.560,-0.070
1404.000,3.000,6.000,2.010,10.600,41.410,40.700,518.000,5.200,-0.710,13.050,-0.260,0.000
1881.000,3.000,6.000,1.970,10.600,41.840,41.490,441.000,5.600,-0.350,10.160,-0.100,-0.120
2585.000,3.000,7.000,2.050,13.000,41.040,40.620,190.000,7.400,-0.420,11.160,-0.220,-0.140
1738.000,3.000,6.000,2.030,10.400,41.160,41.390,443.000,5.200,0.230,11.920,0.000,0.030
2509.000,2.689,7.000,2.100,10.400,41.040,40.550,471.000,6.200,-0.490,12.130,-0.180,-0.040
46.000,3.000,6.000,1.950,10.000,40.980,40.580,453.000,5.800,-0.400,13.990,-0.160,-0.060
7327.000,3.000,6.000,1.990,10.700,41.970,40.790,644.000,5.800,-1.180,13.100,-0.200,-0.130
1560.000,2.000,6.000,2.000,10.100,41.940,40.520,617.000,5.800,-1.420,9.340,-0.620,-0.170
22.000,3.000,7.000,2.080,12.600,40.580,40.060,352.000,7.700,-0.520,10.610,-0.240,-0.090
2481.000,3.000,7.000,1.940,12.000,40.540,39.990,272.000,7.100,-0.550,12.730,-0.420,-0.200
2905.000,3.000,6.000,1.960,10.600,40.850,39.360,452.000,8.300,-1.490,13.290,-0.190,-0.020
642.000,2.000,6.000,1.980,11.000,40.660,39.540,377.000,7.400,-1.120,11.520,-0.180,-0.020
4191.000,3.000,7.000,2.020,10.900,40.420,40.100,407.000,7.800,-0.320,12.900,-0.380,-0.220
1832.000,2.000,7.000,2.020,9.800,37.840,34.730,484.000,8.700,-3.110,15.280,-0.730,-0.010
5370.000,3.000,6.484,1.990,10.500,40.380,39.360,493.000,6.400,-1.020,10.650,-0.500,-0.020
2740.000,3.000,6.000,2.060,10.400,39.530,36.890,474.000,5.900,-2.640,10.410,-0.130,-0.050
1326.000,2.593,7.000,2.040,11.000,40.880,40.180,336.000,8.300,-0.700,12.760,-0.520,0.010
1208.000,3.000,6.000,2.010,10.000,40.990,40.190,561.000,4.500,-0.800,13.010,-0.180,-0.050
1394.000,3.000,6.000,1.970,10.700,40.820,39.880,370.000,6.000,-0.940,14.540,-0.270,-0.060
13.000,3.000,6.000,2.020,10.900,40.460,39.980,535.000,5.600,-0.480,11.690,-0.110,0.010
2865.000,2.540,6.000,1.990,10.200,41.510,40.370,413.000,5.600,-1.140,9.010,-0.490,-0.140
1439.000,3.000,6.000,2.010,11.300,40.310,38.270,320.000,9.000,-2.040,11.600,-0.420,-0.030
4305.000,2.000,6.000,1.990,10.900,42.070,40.890,670.000,5.700,-1.180,14.090,-0.300,-0.030
8445.000,3.000,6.000,2.130,11.400,40.840,38.380,502.000,7.000,-2.460,13.610,-0.220,0.020
1488.000,2.000,6.000,2.000,10.200,40.420,40.130,472.000,5.900,-0.290,11.110,-0.040,0.010
634.000,3.000,7.000,2.070,9.300,40.430,39.820,569.000,6.800,-0.610,7.970,-0.040,0.030
1237.000,3.000,6.000,2.030,10.400,41.590,40.420,678.000,5.000,-1.170,11.310,-0.240,-0.020
1568.000,2.000,6.626,1.980,13.100,40.820,40.310,242.000,7.300,-0.510,12.170,-0.300,-0.040
1204.000,2.000,6.000,2.000,10.000,40.670,40.200,470.000,4.700,-0.470,11.990,-0.200,-0.040
1095.000,3.000,6.371,1.890,10.800,40.970,40.300,456.000,5.200,-0.670,11.640,-0.180,-0.030
213.000,2.695,7.000,1.970,11.400,40.800,39.320,505.000,8.400,-1.480,11.300,-0.020,0.000
2085.000,2.000,6.000,1.920,10.200,38.140,37.590,530.000,6.200,-0.550,11.250,-0.220,-0.050
4588.000,3.000,6.000,2.080,11.100,41.260,40.650,665.000,5.100,-0.610,14.510,-0.300,-0.060
1532.000,2.000,6.266,2.060,10.100,41.860,40.470,577.000,5.600,-1.390,12.200,-0.290,-0.030
870.000,2.000,7.000,1.990,10.000,41.350,40.640,474.000,5.500,-0.710,11.760,-0.260,-0.010
4540.000,3.000,6.000,2.010,10.000,39.060,38.890,460.000,6.200,-0.170,13.250,-0.020,0.020
15446.000,2.000,6.000,2.060,9.800,40.870,39.320,683.000,6.300,-1.550,11.170,-0.400,-0.020
3964.000,3.000,6.000,2.000,10.300,41.000,40.530,516.000,5.400,-0.470,11.760,-0.100,-0.030
113.000,3.000,7.000,2.000,12.900,41.310,40.430,302.000,7.200,-0.880,12.690,-0.450,-0.080
1376.000,3.000,6.000,2.100,11.600,41.310,40.220,423.000,5.900,-1.090,11.160,-0.220,-0.080
1033.000,2.000,7.000,1.980,11.700,41.210,40.370,322.000,7.700,-0.840,10.740,-0.510,-0.100
1649.000,2.000,6.000,1.940,9.200,39.510,37.000,730.000,7.500,-2.510,10.620,-0.220,-0.090
3167.000,2.000,6.000,2.070,9.900,41.040,40.550,402.000,5.200,-0.490,13.290,-0.200,-0.050
2407.000,2.699,6.000,2.010,10.200,40.330,40.270,370.000,6.500,-0.060,11.540,-0.180,0.000
1938.000,2.000,5.000,2.150,9.000,40.880,39.680,712.000,5.300,-1.200,9.530,-0.300,-0.070
9998.000,2.000,6.000,2.090,11.200,40.950,40.590,381.000,5.600,-0.360,13.560,-0.210,-0.020
1654.000,3.000,6.186,2.000,10.200,41.240,40.120,770.000,5.800,-1.120,12.450,-0.110,-0.010
1735.000,2.624,6.000,2.020,10.300,41.200,40.590,546.000,5.300,-0.610,10.850,0.020,0.020
1533.000,3.000,7.000,1.960,10.600,40.520,39.460,343.000,7.200,-1.060,13.330,-0.220,-0.100
132.000,3.000,6.312,2.020,11.700,40.730,40.190,365.000,5.800,-0.540,12.940,-0.150,-0.030
8748.000,2.000,6.217,2.070,10.400,40.600,39.450,431.000,6.100,-1.150,13.900,-0.200,0.020
966.000,3.000,6.571,1.930,9.700,41.850,40.790,529.000,6.600,-1.060,14.830,-0.460,-0.100
1038.000,2.546,7.000,1.940,10.700,40.240,40.250,368.000,7.100,0.010,10.000,-0.050,-0.020
1417.000,3.000,6.000,2.040,10.900,41.090,39.830,577.000,7.200,-1.260,11.230,-0.020,0.010
1112.000,3.000,7.000,1.940,11.300,40.770,39.890,388.000,6.700,-0.880,12.920,-0.310,-0.120
1.000,2.000,6.000,1.980,10.600,40.880,40.290,609.000,4.200,-0.590,11.780,-0.100,0.020
2007.000,3.000,6.000,2.020,10.900,41.000,40.500,418.000,6.000,-0.500,11.860,-0.220,-0.120
2941.000,3.000,6.000,2.070,10.400,41.440,40.800,679.000,4.800,-0.640,13.450,-0.010,-0.050
2963.000,2.000,6.000,2.090,8.900,37.900,35.090,538.000,9.400,-2.810,10.660,-0.500,-0.060
19.000,3.000,7.000,1.970,10.200,39.450,39.230,590.000,9.200,-0.220,9.830,-0.060,-0.020
6184.000,3.000,5.000,2.000,10.600,41.460,40.880,618.000,4.300,-0.580,10.080,-0.220,-0.080
4059.000,2.000,7.000,1.880,11.000,39.380,38.960,351.000,8.900,-0.420,12.420,-0.170,-0.080
1478.000,2.000,6.000,1.970,10.400,38.440,37.190,445.000,7.100,-1.250,9.430,-0.050,0.010
2477.000,3.000,6.000,2.080,11.300,41.110,40.510,411.000,5.900,-0.600,11.670,-0.150,-0.040
1618.000,3.000,6.000,2.090,11.400,42.220,41.520,517.000,5.600,-0.700,13.400,-0.310,-0.060
7158.000,3.000,6.000,2.040,10.400,39.760,38.870,474.000,7.700,-0.890,11.130,-0.120,-0.030
2946.000,3.000,6.578,1.980,11.200,40.210,39.890,424.000,5.600,-0.320,11.090,-0.100,-0.010
1163.000,3.000,6.000,2.020,10.900,41.350,39.460,813.000,6.200,-1.890,9.300,-0.230,-0.060
1878.000,2.681,6.029,1.860,11.900,41.330,41.010,263.000,6.100,-0.320,12.960,-0.430,-0.100
4521.000,3.000,6.294,1.900,10.000,40.800,39.240,349.000,7.200,-1.560,14.760,-0.050,0.020
